tweet_id,tweet_time,tweet_text,location,retweets
1440467086250110984,2021-09-22 00:04:50,"""The “Cocaine” crooner, who released an anti-vaccine anthem in August, did receive the AstraZeneca doses, however.""OH REALLY https://t.co/trvhTQfPHt","Altadena, CA",0
1439250330038964229,2021-09-18 15:29:53,@KimberleyeLeo Such a load of BS. The vaccine discrimination has begun. So if I got Astrazeneca from an African nation I am considered unvaccinated. 😑 I hope they can confirm if one can get another jab say Pfizer on top of the already taken vaccine.,"Manhattan, NY",2
1438683294091169792,2021-09-17 01:56:41,"Moderna sounds like it was named by a 5 year old, Pfizer sounds like a classic British dish, and AstraZeneca sounds like if a vaccine was also a Russian stripper https://t.co/VI2YCSRpPl","Charlotte, NC",0
1438670981300514828,2021-09-17 01:07:45,"everyone gets the mRNA vaccine. Even those who chose a viral vector vaccine are now being told that's not enough, and are told not to get another j&amp;j or AstraZeneca, but that they should still get a jab of 2 of Pfizer mRNA based. What is it about the mRNA vaccine that is causing","San Francisco, CA",0
1438662073068793857,2021-09-17 00:32:21,"(2/4) The Pfizer-BioNTech vaccine will now be named Comirnaty, the Moderna vaccine will be named SpikeVax, and the AstraZeneca vaccine will be named Vaxzevria. (Copypasta from @GovCanHealth ) https://t.co/ojVd6dOKTQ","Marietta, GA",0
1438550548458967040,2021-09-16 17:09:12,@ariellec AstraZeneca’s could be either a vaccine or a Serie B team,"Dumbarton, VA",0
1438466363723587585,2021-09-16 11:34:41,Some COVID-19 vaccines are associated with an extremely rare syndrome known as vaccine-induced thrombotic thrombocytopenia (VITT). It was discovered in March 2021 in connection to @AstraZeneca &amp; @JNJNews COVID-19 vaccines!Vessels to your balls can clot!https://t.co/d5gYUs0M0O,"Arlington, VA",0
