tweet_id,tweet_time,tweet_text,location,retweets
1441509438683328513,2021-09-24 21:06:46,"The booster drive through site will be open Monday–Friday from 10 am – 6 pm. Bring proof of vaccination, preferably your vaccine card that lists your previous vaccinations. Only Pfizer boosters will be available. Moderna and J&amp;J boosters are not recommended at this time.","Asheville, NC",0
1441497016283004935,2021-09-24 20:17:25,"@stevecripe57 @FTWTX1 @WHCOVIDResponse @texasdemocrats Doctor on CNN today said that doctors can give Pfizer vaccine (off label) to others, such as those who got Modern or J&amp;J.","Ukiah, CA",0
1441466720867086338,2021-09-24 18:17:02,@KOLA95624349 @Shaine52441221 @thevirus1986 @J_Mei21 @TomiLahren @Meidas_Kiesha @AOC @YaOnlyLivvOnce @AlexaBliss_WWE @Paula_White @VP @IlhanMN @POTUS @IsraeliPM @jack @JoelOsteen @Pontifex @NorthKoreaDPRK @RealCandaceO @heathergtv @KayaJones @SpeakerPelosi @VinceMcMahon @IvankaTrump @BardiUpdatess @RonDeSantisFL @SenTedCruz @RonJohnsonWI @HARRISFAULKNER @EmilyCompagno @kayleighmcenany @JessicaTarlov @LeaderMcConnell @SashaBanksWWE @FoxNews @CNN @SenSchumer @BMeiselas @GavinNewsom @benshapiro @CarleyShimkus @JudgeJeanine @mtgreenee @ainsleyearhardt @SandraSmithFox @FLOTUS @ScottWalker @tedcruz @GovRonDeSantis @JoyVBehar All whom push the vaccine apon others freedom of religion of science doctors n government are of law suits material it's also invasion of privacy n now discrimination my favorite so fix ya sinful ways yall fastly https://t.co/r1VwrCUmpY,"Winchester, KY",0
1441433911855173632,2021-09-24 16:06:39,@newsmax The VACCINE causes lots of damage! I was healthy before the jab which was mandated by my employer. I took the J&amp;J and have been sick ever since. It’s been 5 weeks!,"Colorado, USA",3
1441390637987753994,2021-09-24 13:14:42,"Fascinating example of presidential administration, with a disagreement between the agency head and the agency's advisory committee, scientific opinions, and policy judgments. https://t.co/DNJBWajvAo","Florida, USA",5
1441259403823312905,2021-09-24 04:33:13,@zeynep @EricTopol I’m disappointed of the lack of information. I regret getting the J&amp;J vaccine now.,"Portland, OR",1
1441213584994865152,2021-09-24 01:31:09,@sarahkhan556 Zero problems with the J &amp; J vaccine for me.,"Villa Park, IL",0
1441213268379385858,2021-09-24 01:29:54,Why is the fed gov spending $2100 for monoclonal antibody treatments for people who refuse a $210 vaccine? J&amp;J vaccines based on 300 year old techn-Modurna &amp; Pfizer based on 30 year old tech.Monoclonal antibodies are less than a year old and are completely experimental!,"Grand Rapids, MI",0
1441212560372498435,2021-09-24 01:27:05,"What are the odds that someone who had J&amp;J and then an mRNA booster would get seriously ill from the vaccine, compared to their odds of having nasty outcomes from catching COVID after being refused a booster for their less-effective vaccine?","Boston, MA",1
1441211855066722312,2021-09-24 01:24:17,The thing that the public health authorities owe us on mixing and matching is a clear explanation of why they don't believe mixing J&amp;J with mRNA vaccines is safe when it's being done in France and studies have been done conclusively with the very similar AZ vaccine. https://t.co/WWy24iomg2,"Boston, MA",6
1441208788183240713,2021-09-24 01:12:06,"@j_lafo_ @EugeneDaniels2 Yes, the mu and lambda variants have shown resistance but the fact y’all are alive to tell your story shows the vaccine is still working 🙏🏾","Charlotte, NC",0
1441189882433458181,2021-09-23 23:56:58,"In Hawaii, you cannot enter any business without a vaccine card or negative covid test within the last 24 hours. Masks are required at all times outside your home - to include the beach. https://t.co/N7p4cOursi","Virginia, USA",0
1441164581175545863,2021-09-23 22:16:26,"@GovRonDeSantis Maybe if you would work with him instead of against him he maybe more apt to work with you,you are refusing mask mandates,you refuse to properly inform the public that the vaccine is safe,hell phyzer has been fda approved,I remember in January how you did push the J&amp;J.","Orlando, FL",0
1441151041790091270,2021-09-23 21:22:38,@KOLA95624349 @Shaine52441221 @thevirus1986 @J_Mei21 @TomiLahren @Meidas_Kiesha @AOC @YaOnlyLivvOnce @AlexaBliss_WWE @Paula_White @VP @IlhanMN @POTUS @IsraeliPM @jack @JoelOsteen @Pontifex @NorthKoreaDPRK @RealCandaceO @heathergtv @KayaJones @SpeakerPelosi @VinceMcMahon @IvankaTrump @BardiUpdatess @RonDeSantisFL @SenTedCruz @RonJohnsonWI @HARRISFAULKNER @EmilyCompagno @kayleighmcenany @JessicaTarlov @LeaderMcConnell @SashaBanksWWE @FoxNews @CNN @SenSchumer @BMeiselas @GavinNewsom @benshapiro @CarleyShimkus @JudgeJeanine @mtgreenee @ainsleyearhardt @SandraSmithFox @FLOTUS @ScottWalker @tedcruz @GovRonDeSantis @GovAndyBeshear For all this pushing yall do it's time those whom make this vaccine be held responsible and law suits shall start as it doesn't proof safety nor healing or helping one what does happen is sickness n  death may take you from your loved ones for all whom push it is responsible https://t.co/UMeMy0l4wL,"Winchester, KY",0
1441143532320792578,2021-09-23 20:52:47,"@J_s_9229 @Imaimeemiami @Nashtfs @JennyErikson The vaccine makes it less likely for you to get the virus (among other things). So even if you DO get the virus, a vaccinated person is less likely to catch it from you then an unvaccinated person. It lessens the spread.","Eugene, OR",0
1441128985128099853,2021-09-23 19:54:59,@KOLA95624349 @Shaine52441221 @thevirus1986 @J_Mei21 @TomiLahren @Meidas_Kiesha @AOC @YaOnlyLivvOnce @AlexaBliss_WWE @Paula_White @VP @IlhanMN @POTUS @IsraeliPM @jack @JoelOsteen @Pontifex @NorthKoreaDPRK @RealCandaceO @heathergtv @KayaJones @SpeakerPelosi @VinceMcMahon @IvankaTrump @BardiUpdatess @RonDeSantisFL @SenTedCruz @RonJohnsonWI @HARRISFAULKNER @EmilyCompagno @kayleighmcenany @JessicaTarlov @LeaderMcConnell @SashaBanksWWE @FoxNews @CNN @SenSchumer @BMeiselas @GavinNewsom @benshapiro @CarleyShimkus @JudgeJeanine @mtgreenee @ainsleyearhardt @SandraSmithFox @FLOTUS @ScottWalker @tedcruz @GovRonDeSantis @GovAndyBeshear Ya vaccine is weak n a lye to control God's children n make they blood unclean https://t.co/2FAZqsm4Uq,"Winchester, KY",0
1441128721767747584,2021-09-23 19:53:56,"@UtahDepOfHealth I have the J&amp;J vaccine in March. Had a little cough next day bad cough, 4days hurting cough, better but not recovered.Yes I tested positive.@POTUS&amp; @GovCox @LGHendersonUtah Our state &amp; federal government has has failed to produce millions of free K95 masks. WHY https://t.co/92Px8G1Z4c","Millcreek, UT",1
1441127881690677251,2021-09-23 19:50:36,"@trenthead I have the J&amp;J vaccine in March. Had a little cough next day bad cough, 4days hurting cough, better but not recovered.Yes I tested positive.@POTUS&amp; @GovCox @LGHendersonUtah @UtahDepOfHealth Our state &amp; federal government has has failed to produce millions of free K95 masks. WHY https://t.co/Rih2hkPuh2","Millcreek, UT",1
